cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad,random_seed,requested_duration_s,screen_parameter,component,nominal_value,scale,applied_value,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction
4.0,3,60.0,15,3.75,1,2.898474255256798,0.436445939336279,0.8485352846318776,4.654878613945181,1.9426491095901537,0.3022713555035159,0.06268446121923109,4.800642136301137,0.052262773561290145,0.2919196065623004,3.8788697987002156,1.4315570676173444,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,2.0,0.6981317007977318,none,,37.619040747722,7.4403347097875905,7.440014212008968,0.0,0.49691021446746636,0.0,0.0
4.0,4,60.0,15,3.75,1,2.973636718536041,0.45748305158711555,0.9175352253986186,4.72857643781008,1.9104102051360243,0.2920487318543075,0.06381785595855352,4.729726818217408,0.048949589773249605,0.2992724858189839,3.995121744258172,1.4763311575159435,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,2.0,0.6981317007977318,none,,37.939199644914616,7.124716059192232,7.451781925959173,0.0,0.49981824790985097,0.0,0.0
4.0,5,60.0,15,3.75,1,2.9689747591541975,0.4399874524239282,0.9029209468024745,4.733373994566933,1.92099029563325,0.3084270356454191,0.0624217189570092,4.437608011392286,0.058589453213551905,0.3016996347900496,4.132658480107476,1.3748937349146328,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,2.0,0.6981317007977318,none,,37.61851731543598,6.745860051095092,7.432023789401157,0.0,0.49727371864776443,0.0,0.0
4.0,6,60.0,15,3.75,1,3.012537238252216,0.45328720997903993,0.9474849261014661,4.779295710221349,1.9115436976840074,0.33468253758654554,0.06515637336675334,4.691750986065357,0.052395321111337774,0.27704796351741906,3.9124599350885045,1.458897387071965,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,2.0,0.6981317007977318,none,,37.82724769536839,7.921418870799544,7.40189336554775,0.0,0.49872773536895676,0.0,0.0
4.0,7,60.0,15,3.75,0,3.074128710725576,0.4573636092556082,1.0112254352183563,4.858598028421024,1.9361180536012634,0.36224370115172094,0.06848455963844179,4.896075500837238,0.06162758615293021,0.29283370085949106,3.9832447075623763,1.4330655136385633,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,2.0,0.6981317007977318,none,,37.7112239049803,7.991445015806484,7.18831823227781,0.0,0.4980007270083606,0.0,0.0
4.0,0,60.0,15,3.75,0,3.0426989169258696,0.6710742555947589,1.2181566546874918,4.973259240081874,1.8247693613663492,0.14565539740548683,0.065,4.7,0.0,0.3,4.0,1.4288992721907328,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,40.54292896499117,8.369452696871365,9.096104818320532,0.0,0.4772809887313704,0.0,0.03816793893129771
4.0,1,60.0,16,4.0,0,3.0961011190246146,0.6689031677730145,1.284811007221534,5.0550117318329955,1.7685223779218262,0.1457740495312239,0.06577673839752203,4.525026078250777,0.0,0.29719603583055065,3.87867441408616,1.431125676117762,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,40.3764086088002,8.262635146371256,8.783238507287518,0.0,0.47946201381315884,0.0,0.04398400581606689
4.0,2,60.0,15,3.75,0,2.994828928673649,0.625066163905456,1.0826191220803918,4.840986171190044,1.8289847057842503,0.176004924842943,0.06428724157605824,4.838135458152227,0.0,0.2622486043376923,4.159134793507912,1.386136756807275,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,39.45704112386446,8.279890714388124,8.990162027160178,0.0,0.490003635041803,0.0,0.017811704834605598
4.0,3,60.0,15,3.75,0,3.0153822737510363,0.6675367173860611,1.1297725356086346,4.867801416215884,1.9158062020004505,0.1458751452591206,0.06268446121923109,4.800642136301137,0.0,0.2919196065623004,3.8788697987002156,1.4315570676173444,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,40.47128159859443,8.271958071677304,9.16886822994102,0.0,0.48636859323882226,0.0,0.047619047619047616
4.0,4,60.0,15,3.75,0,3.039582883757122,0.6745054518897352,1.174018857334986,4.919181535233954,1.8981629649538925,0.14412069420122978,0.06381785595855352,4.729726818217408,0.0,0.2992724858189839,3.995121744258172,1.4763311575159435,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,40.66930886707406,8.34260299516004,9.226245999689617,0.0,0.48237004725554344,0.0,0.04834605597964377
4.0,5,60.0,15,3.75,0,3.0141853275789705,0.6573959638990983,1.1849076144699136,4.933819219242144,1.9366108509621043,0.13509712475402463,0.0624217189570092,4.437608011392286,0.0,0.3016996347900496,4.132658480107476,1.3748937349146328,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,40.84598699602074,8.322967410477693,9.201772566277763,0.0,0.4772809887313704,0.0,0.07742639040348964
4.0,6,60.0,15,3.75,0,3.0418205502640485,0.6569343361321551,1.173916104842512,4.940629424475097,1.7872656057993785,0.16283146386945016,0.06515637336675334,4.691750986065357,0.0,0.27704796351741906,3.9124599350885045,1.458897387071965,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,39.91904541263617,8.27838604777874,9.050030406584597,0.0,0.4838240639767357,0.0,0.0341693929480189
4.0,7,60.0,15,3.75,0,3.0584818023163365,0.6737252954031051,1.2450869333899994,5.017712116952148,1.6995278887574083,0.16501539730179282,0.06848455963844179,4.896075500837238,0.0,0.29283370085949106,3.9832447075623763,1.4330655136385633,7,60.0,airframe.cd0,airframe,0.06,0.0,0.0,none,,39.995567757533365,8.430666264448583,8.98230606041345,0.0,0.48127953471464924,0.0,0.03707742639040349
4.0,0,60.0,15,3.75,0,3.010971391887141,0.5773511789658153,1.099374892222057,4.874723680235613,1.9427638847925695,0.2008158240028301,0.065,4.7,0.015,0.3,4.0,1.4288992721907328,7,60.0,airframe.cd0,airframe,0.06,0.25,0.015,none,,39.62826606305853,7.9388814322196755,8.502769284588512,0.0,0.48891312250090874,0.0,0.0
4.0,1,60.0,15,3.75,0,3.02601953543262,0.5822605122413675,1.1433013556129863,4.932823997766212,1.9205760884456973,0.20360415263991968,0.06577673839752203,4.525026078250777,0.015,0.29719603583055065,3.87867441408616,1.431125676117762,7,60.0,airframe.cd0,airframe,0.06,0.25,0.015,none,,39.45738386412419,7.877896194166296,8.282719993089831,0.0,0.48491457651763,0.0,0.0
4.0,2,60.0,15,3.75,0,2.9817699900737002,0.5337946795592353,1.0166664229679725,4.793698911845141,1.9832116871192405,0.2320136541279187,0.06428724157605824,4.838135458152227,0.015,0.2622486043376923,4.159134793507912,1.386136756807275,7,60.0,airframe.cd0,airframe,0.06,0.25,0.015,none,,38.756238053722726,7.742648918796743,8.272730332061293,0.0,0.495092693565976,0.0,0.0
