random_seed,requested_duration_s,sweep_parameter,sweep_nominal_value,sweep_scale,sweep_applied_value,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.3,33.40316829142144,7.5134762709182255,7.2936815752550155,0.0,0.5358166189111748,0.0,0.0,4.0,0,9.3,3,0.75,0,2.651494434450525,1.8943884764717869,0.6435140807387726,4.562625492560506,-0.010853703761141304,0.12099295156041662,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,10.24,34.758588335837466,7.5626434612950035,7.179668218870975,0.0,0.4701298701298701,0.0,0.0,4.0,1,10.24,3,0.75,0,3.210666652724787,1.9953474310988863,0.7958274112591824,4.7256410631385215,-0.0001238421326479847,0.09952920309722141,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.0,33.892057708084174,7.308161575830079,7.3073499998438,0.0,0.5473372781065089,0.0,0.0,4.0,2,9.0,3,0.75,0,2.5506483060033704,1.9124507075228896,0.7303637844048747,4.663827635180232,-0.009328770248153456,0.12680390368574965,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.66,33.59733993889704,6.819790664995731,7.195965613599751,0.0,0.5289256198347108,0.0,0.0,4.0,3,9.66,3,0.75,0,2.9859829129697846,1.885828208722437,0.7024400318278519,4.628417218114287,-0.0013858746645492364,0.11548704646983228,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.040000000000001,33.98786619852838,8.57395175920828,7.269749123184498,0.0,0.5470588235294118,0.0,0.0,4.0,4,9.040000000000001,3,0.75,0,2.566130500190713,1.9156337389871565,0.7327391081041045,4.661444399479597,-0.010459859792981405,0.11806900197918231,0.06381785595855352,4.180630719342732,0.059804869770326875,0.30111774343157194,3.8014708311273617,1.422012753510219
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.540000000000001,33.199476906697264,7.619097285732232,7.242971356422554,0.0,0.5307262569832403,0.0,0.0,4.0,5,9.540000000000001,3,0.75,0,2.6872419394418765,1.8697345335619997,0.5667588727288364,4.481899413263767,-0.005517177838874714,0.12188604330968406,0.0624217189570092,4.63370430103694,0.06530633920429904,0.3086503437550528,3.8808036451019428,1.390010992718187
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.200000000000001,34.07362121284503,7.417515309623516,7.270910026961973,0.0,0.5260115606936416,0.0,0.0,4.0,6,9.200000000000001,3,0.75,0,2.784956722423173,1.89273973021835,0.774621130125608,4.700742747547576,-0.00910545422837619,0.1169335582996588,0.06515637336675334,4.342580092232875,0.056498397403540186,0.2971682681197388,4.097035513386014,1.428497097086861
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,8.8,34.00681731075807,9.166710353398742,7.399453034783549,0.0,0.5740181268882175,0.0,0.0,4.0,7,8.8,3,0.75,0,2.2828428095299778,1.9519782597084279,0.7091520879001082,4.630114820943912,-0.007744116368091622,0.12330999226979764,0.06848455963844179,4.77649654918772,0.05932978830249504,0.3102436540079281,3.701137032373826,1.4134153665088793
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.44,32.95864861492967,7.566987344888632,7.210830975691202,0.0,0.5267605633802817,0.0,0.0,4.0,8,9.44,3,0.75,0,2.7219814732883285,1.8825518792294764,0.6004127260739396,4.518520736939287,-0.0037304294785347105,0.12061296963227056,0.06372026305176655,4.744203806428032,0.06066278485949688,0.2990022401977588,3.930524520257145,1.4696048105776907
7,60.0,altitude_gain,2.0,-1.0,-2.0,ground_impact,9.66,33.49176361809711,7.274027920745324,7.201831188066306,0.0,0.5289256198347108,0.0,0.0,4.0,9,9.66,3,0.75,0,2.9424658468455074,1.8641927870818893,0.6444518508880224,4.564686802185038,-0.0002553784113367291,0.11411423638806784,0.06338676526046816,4.647285473614353,0.060382690645530375,0.31000871341251496,3.9854069611494864,1.4516963615488432
