random_seed,requested_duration_s,pitch_attitude_kp_nominal,pitch_attitude_kp_scale,pitch_attitude_kp_applied,pitch_attitude_ki_nominal,pitch_attitude_ki_scale,pitch_attitude_ki_applied,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,37.785360128100066,12.305115679302126,12.441879198132847,0.0,0.46455834242093785,0.25917848055252635,0.0,4.0,10,60.0,15,3.75,1,2.7335573399521635,0.4004450377510145,0.8882199404263704,4.64338937564295,2.283283158717218,0.3029407913285333,0.06627358933048151,3.9902737615486155,0.052649665041493834,0.32157783887484226,4.188552246593023,1.4280565011100315
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.032241326606545,11.895406585267137,12.109430841340876,0.0,0.4412940748818611,0.22973464194838242,0.0,4.0,11,60.0,14,3.5,1,2.601620773352022,0.33429189850467683,0.693174587597924,4.409527082087739,2.335276098993226,0.3579989517605036,0.06592790622121616,4.548088603371248,0.06045684138226205,0.2898650662349152,4.103410585085613,1.4522301712184607
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,35.39154593944228,11.681627470101533,11.90863832011184,0.0,0.43584151217739003,0.2148309705561614,0.0,4.0,12,60.0,14,3.5,1,2.5765299293893853,0.3166495364409101,0.6300603645993874,4.343996713984619,2.3494247869468734,0.3555841467355863,0.06527407704739453,4.6863227333968975,0.06815294053044922,0.3030470791558441,3.95091798696667,1.4170355867813895
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,33.76896622534401,10.964200860664635,11.916567258445877,0.0,0.43329698291530355,0.11014176663031625,0.0,4.0,13,60.0,14,3.5,1,2.525273270099309,0.29444499191814394,0.5392964273317573,4.272911710825459,2.28010569706962,0.31063095440175925,0.06258078308375867,4.731953134052932,0.0507171319312291,0.29305038635192376,3.9447136158850062,1.4656254103938693
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.395343838139226,11.976114406579391,12.095328172435496,0.0,0.44674663758633226,0.23336968375136313,0.0,4.0,14,60.0,14,3.5,1,2.6245991071685504,0.3484924500431057,0.7211859771666911,4.453221874169904,2.2926954028492372,0.3466920265697527,0.06492394526159549,4.2685017141274795,0.06515629612812958,0.30190902616838744,3.9624706899223114,1.4287107919669706
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.498562736126466,11.911069230609032,12.017361876951405,0.0,0.44274809160305345,0.23700472555434388,0.0,4.0,15,60.0,14,3.5,1,2.623171295960337,0.33636597738802526,0.7170148807131388,4.432256356665291,2.3540371782439893,0.37515943604995156,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
7,60.0,0.4,1.0,0.4,0.4,6.0,2.4000000000000004,none,,35.60788532716896,15.122103097440302,14.670620479761611,0.0,0.425663395129044,0.4423845874227554,0.0,4.0,0,60.0,14,3.5,1,2.533086504936516,0.3314061505433006,0.7019359568156615,4.354644547798768,2.343887708115206,0.34252349717529634,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,0.4,1.0,0.4,0.4,6.0,2.4000000000000004,none,,36.72265824356185,15.164969245596014,15.174702591992554,0.0,0.43765903307888043,0.5027262813522355,0.0,4.0,1,60.0,15,3.75,1,2.5551002439171073,0.38911548462372075,0.8197576797917776,4.473631843919011,2.2575737374487326,0.30435527289614317,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,0.4,1.0,0.4,0.4,6.0,2.4000000000000004,none,,36.66266690659302,15.112521552838095,14.920246654500591,0.0,0.43656852053798617,0.5376226826608506,0.0,4.0,2,60.0,14,3.5,1,2.627470448437044,0.370203406384702,0.8150739913533497,4.4823059954623234,2.269444746700592,0.3405995403140809,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,0.4,1.0,0.4,0.4,6.0,2.4000000000000004,none,,35.540221158959135,15.048587895832188,14.859488831820615,0.0,0.42893493275172667,0.48455107233733186,0.0,4.0,3,60.0,14,3.5,1,2.5270802754495905,0.3321664218868669,0.7176962205526554,4.372124874881432,2.3584375656590773,0.33865129714298686,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
